station,date,depth_m,layer,site_type,parameter,value,flag,gen_flag,org_sampid,org_id
220,2017-09-18,4.5,E,lake,alkalinity_mglCaCO3,6,,,NA,33741
210,2017-09-18,4.5,E,lake,alkalinity_mglCaCO3,6.4,,,NA,33738
200,2017-09-18,4.5,E,lake,alkalinity_mglCaCO3,6.2,,,NA,33735
230,2017-09-18,5.5,E,lake,alkalinity_mglCaCO3,6.4,,,NA,33745
230,2017-08-22,3.5,E,lake,alkalinity_mglCaCO3,7.2,,,NA,33486
200,2017-08-22,4,E,lake,alkalinity_mglCaCO3,6.2,,,NA,33474
210,2017-08-22,3.5,E,lake,alkalinity_mglCaCO3,6,,,NA,33477
220,2017-08-22,3.5,E,lake,alkalinity_mglCaCO3,7,,,NA,33480
220,2017-07-18,3,E,lake,alkalinity_mglCaCO3,6.7,,,NA,33423
200,2017-07-18,3,E,lake,alkalinity_mglCaCO3,6,,,NA,33414
230,2017-07-18,3,E,lake,alkalinity_mglCaCO3,6.1,,,NA,33426
210,2017-07-18,3,E,lake,alkalinity_mglCaCO3,6.3,,,NA,33417
200,2017-06-20,4,E,lake,alkalinity_mglCaCO3,6.2,,,NA,33336
210,2017-06-20,2,E,lake,alkalinity_mglCaCO3,6.3,,,NA,33343
220,2017-06-20,2,E,lake,alkalinity_mglCaCO3,6.7,,,NA,33347
230,2017-06-20,2.5,E,lake,alkalinity_mglCaCO3,5.8,,,NA,33350
200,2016-09-28,5,E,lake,alkalinity_mglCaCO3,7.4,,,NA,33154
210,2016-09-28,5.5,E,lake,alkalinity_mglCaCO3,7.5,,,NA,33157
220,2016-09-28,6,E,lake,alkalinity_mglCaCO3,7.1,,,NA,33161
230,2016-09-28,6,E,lake,alkalinity_mglCaCO3,7.1,,,NA,33164
200,2016-08-23,4,E,lake,alkalinity_mglCaCO3,6.4,,,NA,33109
220,2016-08-23,4,E,lake,alkalinity_mglCaCO3,6.1,,,NA,33115
230,2016-08-23,4.5,E,lake,alkalinity_mglCaCO3,6.2,,,NA,33118
210,2016-08-23,4.5,E,lake,alkalinity_mglCaCO3,6.3,,,NA,33112
200,2016-07-18,3,E,lake,alkalinity_mglCaCO3,6,,,NA,33037
210,2016-07-18,3,E,lake,alkalinity_mglCaCO3,5.8,,,NA,33040
230,2016-07-18,3,E,lake,alkalinity_mglCaCO3,6.2,,,NA,33049
220,2016-07-18,2.5,E,lake,alkalinity_mglCaCO3,5.4,,,NA,33043
230,2016-06-21,2.5,E,lake,alkalinity_mglCaCO3,6,,,NA,32980
200,2016-06-21,2.5,E,lake,alkalinity_mglCaCO3,5.9,,,NA,32967
210,2016-06-21,4.5,E,lake,alkalinity_mglCaCO3,5.9,,,NA,32970
220,2016-06-21,3.5,E,lake,alkalinity_mglCaCO3,5.9,,,NA,32977
220,2016-05-31,1.5,E,lake,alkalinity_mglCaCO3,4.4,,,NA,33192
210,2016-05-31,2,E,lake,alkalinity_mglCaCO3,5.1,,,NA,33189
200,2016-05-31,3,E,lake,alkalinity_mglCaCO3,4.9,,,NA,33149
230,2016-05-31,3,E,lake,alkalinity_mglCaCO3,5.3,,,NA,33195
230,2015-09-21,5,E,lake,alkalinity_mglCaCO3,6.1,,,NA,32575
200,2015-09-21,4,E,lake,alkalinity_mglCaCO3,6.1,,,NA,32563
210,2015-09-21,4,E,lake,alkalinity_mglCaCO3,5.9,,,NA,32566
220,2015-09-21,4,E,lake,alkalinity_mglCaCO3,6,,,NA,32569
210,2015-08-10,4,E,lake,alkalinity_mglCaCO3,5.9,,,NA,31603
220,2015-08-10,4,E,lake,alkalinity_mglCaCO3,6.4,,,NA,31606
230,2015-08-10,4,E,lake,alkalinity_mglCaCO3,5.5,,,NA,31609
200,2015-08-10,4,E,lake,alkalinity_mglCaCO3,6.3,,,NA,31597
200,2015-07-20,3,E,lake,alkalinity_mglCaCO3,5.8,,,NA,31264
210,2015-07-20,2,E,lake,alkalinity_mglCaCO3,5.4,,,NA,31267
220,2015-07-20,4,E,lake,alkalinity_mglCaCO3,5.5,,,NA,31273
230,2015-07-20,4,E,lake,alkalinity_mglCaCO3,5.7,,,NA,31276
210,2015-06-22,3,E,lake,alkalinity_mglCaCO3,5.6,,,NA,30967
230,2015-06-22,4,E,lake,alkalinity_mglCaCO3,4.7,,,NA,30974
200,2015-06-22,3,E,lake,alkalinity_mglCaCO3,5.5,,,NA,30960
220,2015-06-22,3,E,lake,alkalinity_mglCaCO3,5.8,,,NA,30971
230,2014-09-15,6,E,lake,alkalinity_mglCaCO3,5.5,,,NA,30852
220,2014-09-15,5,E,lake,alkalinity_mglCaCO3,6.8,,,NA,30849
210,2014-09-15,5,E,lake,alkalinity_mglCaCO3,5.7,,,NA,30846
200,2014-09-15,5,E,lake,alkalinity_mglCaCO3,7.1,,,NA,30843
230,2014-08-19,0,E,lake,alkalinity_mglCaCO3,5.8,,,NA,30796
220,2014-08-19,4,E,lake,alkalinity_mglCaCO3,6,,,NA,30789
200,2014-08-19,4,E,lake,alkalinity_mglCaCO3,5.5,,,NA,30782
210,2014-08-19,4,E,lake,alkalinity_mglCaCO3,6.9,,,NA,30786
200,2014-07-22,4,E,lake,alkalinity_mglCaCO3,5.8,,,NA,30723
210,2014-07-22,3,E,lake,alkalinity_mglCaCO3,6.1,,,NA,30726
220,2014-07-22,3,E,lake,alkalinity_mglCaCO3,5.6,,,NA,30732
230,2014-07-22,4,E,lake,alkalinity_mglCaCO3,5.8,,,NA,30735
220,2014-06-09,2,E,lake,alkalinity_mglCaCO3,4.7,,,NA,30400
200,2014-06-09,3,E,lake,alkalinity_mglCaCO3,5.3,,,NA,30390
210,2014-06-09,2,E,lake,alkalinity_mglCaCO3,4.9,,,NA,30397
230,2014-06-09,3,E,lake,alkalinity_mglCaCO3,5,,,NA,30403
210,2014-05-27,6,E,lake,alkalinity_mglCaCO3,5.5,,,NA,30454
230,2013-09-17,0,E,lake,alkalinity_mglCaCO3,4.4,,,NA,29479
220,2013-09-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,29476
210,2013-09-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,29473
200,2013-09-17,4,E,lake,alkalinity_mglCaCO3,4.2,,,NA,29470
230,2013-08-19,4,E,lake,alkalinity_mglCaCO3,5.6,,,NA,29431
210,2013-08-19,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,29422
200,2013-08-19,4,E,lake,alkalinity_mglCaCO3,4.6,,,NA,29419
220,2013-08-19,4,E,lake,alkalinity_mglCaCO3,6.2,,,NA,29425
210,2013-07-15,0,E,lake,alkalinity_mglCaCO3,3.8,,,NA,29347
200,2013-07-15,2,E,lake,alkalinity_mglCaCO3,4.3,,,NA,29344
230,2013-07-15,2,E,lake,alkalinity_mglCaCO3,4.5,,,NA,29356
220,2013-07-15,2,E,lake,alkalinity_mglCaCO3,4.4,,,NA,29353
210,2013-06-17,4,E,lake,alkalinity_mglCaCO3,6.3,,,NA,29049
220,2013-06-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,29053
230,2013-06-17,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,29056
200,2013-06-17,4,E,lake,alkalinity_mglCaCO3,5.7,,,NA,29043
200,2012-09-17,4,E,lake,alkalinity_mglCaCO3,5.7,,,NA,28945
210,2012-09-17,4,E,lake,alkalinity_mglCaCO3,6.2,,,NA,28948
220,2012-09-17,4,E,lake,alkalinity_mglCaCO3,5.9,,,NA,28951
230,2012-09-17,5,E,lake,alkalinity_mglCaCO3,6.1,,,NA,28954
200,2012-08-20,4,E,lake,alkalinity_mglCaCO3,7,,,NA,28440
210,2012-08-20,4,E,lake,alkalinity_mglCaCO3,6.6,,,NA,28443
230,2012-08-20,4,E,lake,alkalinity_mglCaCO3,6.4,,,NA,28449
220,2012-08-20,4,E,lake,alkalinity_mglCaCO3,6.5,,,NA,28446
210,2012-07-23,3,E,lake,alkalinity_mglCaCO3,6.3,,,NA,28081
200,2012-07-23,3,E,lake,alkalinity_mglCaCO3,8.4,,,NA,28077
220,2012-07-23,2,E,lake,alkalinity_mglCaCO3,6.2,,,NA,28084
230,2012-07-23,2,E,lake,alkalinity_mglCaCO3,6.2,,,NA,28091
210,2012-06-19,3,E,lake,alkalinity_mglCaCO3,5.8,,,NA,27722
220,2012-06-19,3,E,lake,alkalinity_mglCaCO3,5.7,,,NA,27729
230,2012-06-19,4,E,lake,alkalinity_mglCaCO3,5.3,,,NA,27732
200,2012-06-19,3,E,lake,alkalinity_mglCaCO3,5.8,,,NA,27719
210,2012-05-23,2,E,lake,alkalinity_mglCaCO3,5.2,,,NA,27761
200,2012-05-23,2,E,lake,alkalinity_mglCaCO3,6.3,,,NA,27755
230,2011-09-19,5,E,lake,alkalinity_mglCaCO3,3.8,,,NA,27333
220,2011-09-19,5,E,lake,alkalinity_mglCaCO3,4.1,,,NA,27330
210,2011-09-19,4,E,lake,alkalinity_mglCaCO3,3.7,,,NA,27326
200,2011-09-19,5,E,lake,alkalinity_mglCaCO3,5.4,,,NA,27323
230,2011-08-18,4,E,lake,alkalinity_mglCaCO3,4.6,,,NA,27276
220,2011-08-18,3,E,lake,alkalinity_mglCaCO3,5,,,NA,27273
200,2011-08-18,4,E,lake,alkalinity_mglCaCO3,4.7,,,NA,27267
210,2011-08-18,4,E,lake,alkalinity_mglCaCO3,5,,,NA,27270
210,2011-07-19,4,E,lake,alkalinity_mglCaCO3,4.3,,,NA,26784
230,2011-07-19,3,E,lake,alkalinity_mglCaCO3,4.8,,,NA,26793
200,2011-07-19,3,E,lake,alkalinity_mglCaCO3,4.9,,,NA,26781
220,2011-07-19,2,E,lake,alkalinity_mglCaCO3,4.8,,,NA,26787
230,2011-06-21,4,E,lake,alkalinity_mglCaCO3,3.3,,,NA,26743
210,2011-06-21,2,E,lake,alkalinity_mglCaCO3,3.4,,,NA,26734
220,2011-06-21,2,E,lake,alkalinity_mglCaCO3,2.2,,,NA,26740
200,2011-06-21,2,E,lake,alkalinity_mglCaCO3,3.8,,,NA,26731
230,2011-05-31,8,E,lake,alkalinity_mglCaCO3,3.6,,,NA,26606
210,2011-05-31,2,E,lake,alkalinity_mglCaCO3,4.3,,,NA,26600
200,2011-05-31,2,E,lake,alkalinity_mglCaCO3,3.8,,,NA,26594
220,2011-05-31,1,E,lake,alkalinity_mglCaCO3,4.2,,,NA,26603
200,2010-10-05,6,E,lake,alkalinity_mglCaCO3,4.3,,,NA,25702
230,2010-10-05,8,E,lake,alkalinity_mglCaCO3,4,,,NA,25708
220,2010-10-05,8,E,lake,alkalinity_mglCaCO3,3.3,,,NA,25705
230,2010-09-13,6,E,lake,alkalinity_mglCaCO3,4.6,,,NA,25468
210,2010-09-13,6,E,lake,alkalinity_mglCaCO3,4.3,,,NA,25462
200,2010-09-13,5,E,lake,alkalinity_mglCaCO3,4.4,,,NA,25459
220,2010-09-13,6,E,lake,alkalinity_mglCaCO3,4.3,,,NA,25465
200,2010-08-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,25416
210,2010-08-17,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,25419
220,2010-08-17,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,25422
230,2010-08-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,25428
220,2010-07-12,2,E,lake,alkalinity_mglCaCO3,4.1,,,NA,25370
200,2010-07-12,3,E,lake,alkalinity_mglCaCO3,4.2,,,NA,25356
210,2010-07-12,2,E,lake,alkalinity_mglCaCO3,4.6,,,NA,25359
230,2010-07-12,2,E,lake,alkalinity_mglCaCO3,4.2,,,NA,25373
220,2010-06-02,2,E,lake,alkalinity_mglCaCO3,4.1,,,NA,24961
230,2010-06-02,2,E,lake,alkalinity_mglCaCO3,4.7,,,NA,24964
210,2010-06-02,2,E,lake,alkalinity_mglCaCO3,4.3,,,NA,24958
200,2010-06-02,2,E,lake,alkalinity_mglCaCO3,5.3,,,NA,24952
210,2009-10-05,6,E,lake,alkalinity_mglCaCO3,4,,,NA,24892
220,2009-09-01,4,E,lake,alkalinity_mglCaCO3,3.7,,,NA,24593
210,2009-09-01,4,E,lake,alkalinity_mglCaCO3,4,,,NA,24590
200,2009-09-01,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,24587
230,2009-09-01,4,E,lake,alkalinity_mglCaCO3,3.5,,,NA,24596
220,2009-08-12,4,E,lake,alkalinity_mglCaCO3,4.2,,,NA,23898
230,2009-08-12,4,E,lake,alkalinity_mglCaCO3,3.9,,,NA,23901
200,2009-08-12,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,23892
210,2009-08-12,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,23895
200,2009-07-13,4,E,lake,alkalinity_mglCaCO3,5.3,,,NA,23841
210,2009-07-13,4,E,lake,alkalinity_mglCaCO3,4.2,,,NA,23844
220,2009-07-13,4,E,lake,alkalinity_mglCaCO3,4.1,,,NA,23847
230,2009-07-13,4,E,lake,alkalinity_mglCaCO3,4.5,,,NA,23853
210,2009-06-22,4,E,lake,alkalinity_mglCaCO3,4.4,,,NA,23644
230,2009-06-22,5,E,lake,alkalinity_mglCaCO3,4.2,,,NA,23650
200,2009-06-22,4,E,lake,alkalinity_mglCaCO3,4.8,,,NA,23638
220,2009-06-22,4,E,lake,alkalinity_mglCaCO3,3.8,,,NA,23647
230,2009-05-26,4,E,lake,alkalinity_mglCaCO3,4.3,,,NA,23701
210,2009-05-26,4,E,lake,alkalinity_mglCaCO3,4.1,,,NA,23692
200,2009-05-26,4,E,lake,alkalinity_mglCaCO3,4.1,,,NA,23689
220,2009-05-26,4,E,lake,alkalinity_mglCaCO3,4.2,,,NA,23698
220,2008-09-02,4,E,lake,alkalinity_mglCaCO3,3.8,,,S2008-578,23568
230,2008-09-02,4,E,lake,alkalinity_mglCaCO3,4.2,,,S2008-582,23571
210,2008-09-02,4,E,lake,alkalinity_mglCaCO3,3.7,,,S2008-574,23565
200,2008-09-02,4,E,lake,alkalinity_mglCaCO3,4.3,,,S2008-566,23559
200,2008-07-29,3,E,lake,alkalinity_mglCaCO3,4.2,,,S2008-402,23480
210,2008-07-29,3,E,lake,alkalinity_mglCaCO3,3.9,,,S2008-406,23483
230,2008-07-29,3,E,lake,alkalinity_mglCaCO3,4.1,,,S2008-418,23492
220,2008-07-29,3,E,lake,alkalinity_mglCaCO3,4.5,,,S2008-414,23489
220,2008-07-01,2,E,lake,alkalinity_mglCaCO3,4.7,,,S2008-229,23434
210,2008-07-01,3,E,lake,alkalinity_mglCaCO3,4,,,S2008-225,23431
200,2008-07-01,2,E,lake,alkalinity_mglCaCO3,4.4,,,S2008-221,23413
230,2008-07-01,2,E,lake,alkalinity_mglCaCO3,4.4,,,S2008-237,23440
220,2008-06-03,4,E,lake,alkalinity_mglCaCO3,1.8,,,S2008-76,23369
230,2008-06-03,4,E,lake,alkalinity_mglCaCO3,3.6,,,S2008-80,23372
210,2008-06-03,4,E,lake,alkalinity_mglCaCO3,2.2,,,S2008-72,23366
200,2008-06-03,6,E,lake,alkalinity_mglCaCO3,2.1,,,S2008-68,23363
200,2007-09-11,4,E,lake,alkalinity_mglCaCO3,4.2,,,S2007-671,23267
210,2007-09-11,4,E,lake,alkalinity_mglCaCO3,4.6,,,S2007-678,23273
220,2007-09-11,4,E,lake,alkalinity_mglCaCO3,4.1,,,S2007-682,23276
200,2007-08-14,3,E,lake,alkalinity_mglCaCO3,3.4,,,S2007-513,23029
210,2007-08-14,4,E,lake,alkalinity_mglCaCO3,3.7,,,S2007-517,23032
220,2007-08-14,3,E,lake,alkalinity_mglCaCO3,2.8,,,S2007-525,23038
230,2007-08-14,4,E,lake,alkalinity_mglCaCO3,2.4,,,S2007-529,23041
200,2007-07-16,3,E,lake,alkalinity_mglCaCO3,3.1,,,S2007-350,22983
220,2007-07-16,3,E,lake,alkalinity_mglCaCO3,2.6,,,S2007-358,22989
210,2007-07-16,4,E,lake,alkalinity_mglCaCO3,3.6,,,S2007-354,22986
200,2007-06-11,3,E,lake,alkalinity_mglCaCO3,4.1,,,S2007-139,22920
210,2007-06-11,4,E,lake,alkalinity_mglCaCO3,3.4,,,S2007-143,22923
230,2007-06-11,2,E,lake,alkalinity_mglCaCO3,3.4,,,S2007-151,22929
220,2007-06-11,1,E,lake,alkalinity_mglCaCO3,4.4,,,S2007-147,22926
200,2006-10-09,6,E,lake,alkalinity_mglCaCO3,5.4,,,S2006-698,22848
210,2006-10-09,6,E,lake,alkalinity_mglCaCO3,5.5,,,S2006-704,22854
210,2006-09-11,4,E,lake,alkalinity_mglCaCO3,5.1,,,S2006-587,NA
220,2006-09-11,4,E,lake,alkalinity_mglCaCO3,4.5,,,S2006-591,NA
230,2006-09-11,4,E,lake,alkalinity_mglCaCO3,5.5,,,S2006-595,NA
200,2006-09-11,4,E,lake,alkalinity_mglCaCO3,5.2,,,S2006-583,NA
230,2006-08-15,4,E,lake,alkalinity_mglCaCO3,5,,,S2006-463,22767
220,2006-08-15,3,E,lake,alkalinity_mglCaCO3,4.4,,,S2006-459,22764
230,2006-07-24,3,E,lake,alkalinity_mglCaCO3,4.7,,,S2006-361,22733
200,2006-07-24,2,E,lake,alkalinity_mglCaCO3,5.2,,,S2006-345,22721
210,2006-07-24,3,E,lake,alkalinity_mglCaCO3,5.2,,,S2006-349,22724
220,2006-07-24,2,E,lake,alkalinity_mglCaCO3,4.6,,,S2006-353,22727
220,2006-07-05,3,E,lake,alkalinity_mglCaCO3,4.3,,,S2006-232,22675
200,2006-07-05,2,E,lake,alkalinity_mglCaCO3,4.4,,,S2006-222,22666
210,2006-07-05,3,E,lake,alkalinity_mglCaCO3,4.5,,,S2006-226,22669
230,2006-07-05,2,E,lake,alkalinity_mglCaCO3,5.4,,,S2006-236,22678
200,2006-05-31,2,E,lake,alkalinity_mglCaCO3,5.6,,,S2006-77,22613
210,2006-05-31,2,E,lake,alkalinity_mglCaCO3,4.6,,,S2006-84,22619
220,2006-05-31,1,E,lake,alkalinity_mglCaCO3,4.5,,,S2006-88,22622
230,2006-05-31,1,E,lake,alkalinity_mglCaCO3,4.9,,,S2006-92,22625
200,2005-08-22,3,E,lake,alkalinity_mglCaCO3,6.2,,,S2005-465,22497
210,2005-08-22,3,E,lake,alkalinity_mglCaCO3,5.8,,,S2005-469,22500
230,2005-08-22,3,E,lake,alkalinity_mglCaCO3,5.9,,,S2005-477,22506
220,2005-08-22,4,E,lake,alkalinity_mglCaCO3,6.2,,,S2005-473,22503
230,2005-07-25,2,E,lake,alkalinity_mglCaCO3,4,,,S2005-339,22462
200,2005-07-25,3,E,lake,alkalinity_mglCaCO3,4,,,S2005-330,22453
210,2005-07-25,2,E,lake,alkalinity_mglCaCO3,3.7,,,S2005-333,22456
220,2005-07-25,2,E,lake,alkalinity_mglCaCO3,3.3,,,S2005-336,22459
210,2005-06-27,2,E,lake,alkalinity_mglCaCO3,4.2,,,S2005-171,22405
200,2005-06-27,2,E,lake,alkalinity_mglCaCO3,3.8,,,S2005-167,22402
220,2005-06-27,2,E,lake,alkalinity_mglCaCO3,3.9,,,S2005-175,22408
230,2005-06-27,2,E,lake,alkalinity_mglCaCO3,3.7,,,S2005-179,22411
210,2004-09-20,5,E,lake,alkalinity_mglCaCO3,5,,,S2004-553,22302
220,2004-09-20,6,E,lake,alkalinity_mglCaCO3,6,,,S2004-557,22305
230,2004-09-20,6,E,lake,alkalinity_mglCaCO3,6.2,,,S2004-561,22308
200,2004-09-20,6,E,lake,alkalinity_mglCaCO3,5.4,,,S2004-549,22299
220,2004-08-23,4,E,lake,alkalinity_mglCaCO3,3.7,,,S2004-424,22268
210,2004-08-23,4,E,lake,alkalinity_mglCaCO3,3.9,,,S2004-420,22265
200,2004-08-23,4,E,lake,alkalinity_mglCaCO3,3.8,,,S2004-416,22262
230,2004-08-23,4,E,lake,alkalinity_mglCaCO3,3.8,,,S2004-428,22271
200,2004-07-26,3,E,lake,alkalinity_mglCaCO3,5.6,,,S2004-301,22219
210,2004-07-26,4,E,lake,alkalinity_mglCaCO3,5.7,,,S2004-305,22222
220,2004-07-26,3,E,lake,alkalinity_mglCaCO3,6.4,,,S2004-309,22225
230,2004-07-26,3,E,lake,alkalinity_mglCaCO3,5.4,,,S2004-313,22228
230,2004-06-24,3,E,lake,alkalinity_mglCaCO3,4.5,,,S2004-170,22184
220,2004-06-21,3,E,lake,alkalinity_mglCaCO3,3.3,,,S2004-162,22179
200,2004-06-21,4,E,lake,alkalinity_mglCaCO3,5.5,,,S2004-154,22173
210,2004-06-21,2,E,lake,alkalinity_mglCaCO3,2.4,,,S2004-158,22176
200,2004-05-25,3,E,lake,alkalinity_mglCaCO3,5.5,,,S2004-42,22115
210,2004-05-25,4,E,lake,alkalinity_mglCaCO3,5.6,,,S2004-46,22118
220,2004-05-25,4,E,lake,alkalinity_mglCaCO3,5.4,,,S2004-50,22121
200,2003-09-22,4,E,lake,alkalinity_mglCaCO3,3.9,,,S2003-506,22014
210,2003-09-22,4,E,lake,alkalinity_mglCaCO3,4.3,,,S2003-510,22017
220,2003-09-22,4,E,lake,alkalinity_mglCaCO3,4.3,,,S2003-514,22020
230,2003-09-22,4,E,lake,alkalinity_mglCaCO3,3.8,,,S2003-518,22023
200,2003-08-18,4,E,lake,alkalinity_mglCaCO3,3.9,,,S2003-377,21973
220,2003-08-18,4,E,lake,alkalinity_mglCaCO3,3.5,,,S2003-385,21979
230,2003-08-18,3,E,lake,alkalinity_mglCaCO3,3.5,,,S2003-389,21982
210,2003-08-18,4,E,lake,alkalinity_mglCaCO3,3.5,,,S2003-381,21976
220,2003-07-30,3,E,lake,alkalinity_mglCaCO3,4.2,,,S2003-310,21941
210,2003-07-30,3,E,lake,alkalinity_mglCaCO3,4.5,,,S2003-306,21932
230,2003-07-30,4,E,lake,alkalinity_mglCaCO3,3.9,,,S2003-314,21944
200,2003-07-21,3,E,lake,alkalinity_mglCaCO3,4.1,,,S2003-264,21929
210,2003-06-23,2,E,lake,alkalinity_mglCaCO3,3.9,,,S2003-134,21913
230,2003-06-23,3,E,lake,alkalinity_mglCaCO3,4,,,S2003-142,21919
220,2003-06-23,2,E,lake,alkalinity_mglCaCO3,4.8,,,S2003-138,21916
200,2003-06-23,2,E,lake,alkalinity_mglCaCO3,4.3,,,S2003-129,21910
230,2002-09-30,7,E,lake,alkalinity_mglCaCO3,6,,,S2002-557,21814
200,2002-09-30,6,E,lake,alkalinity_mglCaCO3,7,,,S2002-545,21805
210,2002-09-30,6,E,lake,alkalinity_mglCaCO3,5.8,,,S2002-549,21808
220,2002-09-30,7,E,lake,alkalinity_mglCaCO3,5.8,,,S2002-553,21811
210,2002-08-19,4,E,lake,alkalinity_mglCaCO3,5.7,,,S2002-437,21775
220,2002-08-19,4,E,lake,alkalinity_mglCaCO3,5.7,,,S2002-441,21778
230,2002-08-19,5,E,lake,alkalinity_mglCaCO3,5.7,,,S2002-445,21781
200,2002-08-19,4,E,lake,alkalinity_mglCaCO3,5.7,,,S2002-433,21772
230,2002-07-29,4,E,lake,alkalinity_mglCaCO3,5.5,,,S2002-359,21742
210,2002-07-29,4,E,lake,alkalinity_mglCaCO3,5.6,,,S2002-351,21736
220,2002-07-29,4,E,lake,alkalinity_mglCaCO3,5.3,,,S2002-355,21739
200,2002-07-29,4,E,lake,alkalinity_mglCaCO3,5.4,,,S2002-347,21733
220,2002-06-17,6,E,lake,alkalinity_mglCaCO3,4.6,,,S2002-138,21688
230,2002-06-17,6,E,lake,alkalinity_mglCaCO3,5.7,,,S2002-142,21691
210,2002-06-17,4,E,lake,alkalinity_mglCaCO3,4.6,,,S2002-135,21685
200,2002-06-17,4,E,lake,alkalinity_mglCaCO3,5.1,,,S2002-130,21682
220,2001-09-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,S2001-801,21576
210,2001-09-17,4,E,lake,alkalinity_mglCaCO3,4.3,,,S2001-797,21573
200,2001-09-17,4,E,lake,alkalinity_mglCaCO3,4.3,,,S2001-793,21570
230,2001-09-17,4,E,lake,alkalinity_mglCaCO3,4.5,,,S2001-805,21579
200,2001-08-21,3,E,lake,alkalinity_mglCaCO3,4.7,,,S2001-650,21534
220,2001-08-21,4,E,lake,alkalinity_mglCaCO3,4,,,S2001-656,21540
230,2001-08-21,4,E,lake,alkalinity_mglCaCO3,5,,,S2001-659,21543
210,2001-08-21,4,E,lake,alkalinity_mglCaCO3,4.6,,,S2001-653,21537
220,2001-07-23,3,E,lake,alkalinity_mglCaCO3,5.2,,,S2001-500,21479
200,2001-07-23,3,E,lake,alkalinity_mglCaCO3,5,,,S2001-492,21473
210,2001-07-23,4,E,lake,alkalinity_mglCaCO3,4.7,,,S2001-496,21476
230,2001-07-23,3,E,lake,alkalinity_mglCaCO3,4.9,,,S2001-504,21482
200,2001-06-25,2,E,lake,alkalinity_mglCaCO3,4.9,,,S2001-333,21415
210,2001-06-25,2,E,lake,alkalinity_mglCaCO3,5.5,,,S2001-336,21418
220,2001-06-25,3,E,lake,alkalinity_mglCaCO3,6.5,,,S2001-339,21421
230,2001-06-25,3,E,lake,alkalinity_mglCaCO3,5.2,,,S2001-342,21424
200,2001-05-30,4,E,lake,alkalinity_mglCaCO3,4.5,,,S2001-199,21368
210,2001-05-30,4,E,lake,alkalinity_mglCaCO3,4.4,,,S2001-204,21371
30,2000-10-05,NA,,stream,alkalinity_mglCaCO3,5.2,,,NA,21330
200,2000-10-03,NA,E,lake,alkalinity_mglCaCO3,3.2,,,NA,21318
210,2000-10-03,NA,E,lake,alkalinity_mglCaCO3,3.1,,,NA,21321
230,2000-10-03,NA,E,lake,alkalinity_mglCaCO3,3.2,,,NA,21327
220,2000-10-03,NA,E,lake,alkalinity_mglCaCO3,2.9,,,NA,21324
40,2000-10-03,NA,,stream,alkalinity_mglCaCO3,3.4,,,NA,21317
90,2000-10-01,NA,,stream,alkalinity_mglCaCO3,3.4,,,NA,21316
10,2000-10-01,NA,I,lake,alkalinity_mglCaCO3,3.1,,,NA,21312
70,2000-10-01,NA,,stream,alkalinity_mglCaCO3,3.1,,,NA,21313
80,2000-10-01,NA,,stream,alkalinity_mglCaCO3,3,,,NA,21315
110,2000-10-01,NA,,lake,alkalinity_mglCaCO3,3.1,,,NA,21314
50,2000-09-10,NA,,stream,alkalinity_mglCaCO3,4.7,,,NA,21261
110,2000-09-10,NA,,lake,alkalinity_mglCaCO3,5.6,,,NA,21264
10,2000-09-10,NA,I,lake,alkalinity_mglCaCO3,5.2,,,NA,21260
60,2000-09-10,NA,,stream,alkalinity_mglCaCO3,5.5,,,NA,21262
70,2000-09-10,NA,,stream,alkalinity_mglCaCO3,5.6,,,NA,21263
100,2000-09-10,NA,,lake,alkalinity_mglCaCO3,5.4,,,NA,21266
30,2000-09-10,NA,,stream,alkalinity_mglCaCO3,5.5,,,NA,21265
230,2000-09-06,NA,E,lake,alkalinity_mglCaCO3,5.5,,,NA,21257
210,2000-09-06,NA,E,lake,alkalinity_mglCaCO3,4.9,,,NA,21251
220,2000-09-06,NA,E,lake,alkalinity_mglCaCO3,5.3,,,NA,21254
200,2000-09-06,NA,E,lake,alkalinity_mglCaCO3,4.8,,,NA,21248
20,2000-08-23,NA,,lake,alkalinity_mglCaCO3,3.6,,,NA,21214
110,2000-08-22,NA,,lake,alkalinity_mglCaCO3,5.7,,,NA,21212
10,2000-08-22,NA,I,lake,alkalinity_mglCaCO3,5.2,,,NA,21211
60,2000-08-22,NA,,stream,alkalinity_mglCaCO3,5.6,,,NA,21210
50,2000-08-22,NA,,stream,alkalinity_mglCaCO3,5.5,,,NA,21209
30,2000-08-22,NA,,stream,alkalinity_mglCaCO3,3.6,,,NA,21208
90,2000-08-21,NA,,stream,alkalinity_mglCaCO3,3.6,,,NA,21204
