station,date,depth_m,layer,site_type,parameter,value,flag,gen_flag,org_sampid,org_id
790.2,2009-07-06,NA,,stream,specificConductance_uScm,33.7,,,NA,23815
790.4,2009-07-06,NA,,stream,specificConductance_uScm,32.5,,,NA,23816
800.5,2009-07-06,NA,,stream,specificConductance_uScm,42.7,,,NA,23817
800.8,2009-07-06,NA,,stream,specificConductance_uScm,28.2,,,NA,23819
800,2009-07-06,NA,,stream,specificConductance_uScm,52.2,,,NA,23812
680,2009-07-06,NA,,stream,specificConductance_uScm,55.7,,,NA,23811
30,2009-06-24,NA,,stream,specificConductance_uScm,93.6,,,NA,23653
100.1,2009-06-24,0,I,lake,specificConductance_uScm,93.6,,,NA,23655
210,2009-06-22,4,E,lake,specificConductance_uScm,94.4,,,NA,23644
230,2009-06-22,18,H,lake,specificConductance_uScm,92.6,,,NA,23652
230,2009-06-22,12,M,lake,specificConductance_uScm,93.5,,,NA,23651
230,2009-06-22,5,E,lake,specificConductance_uScm,93.7,,,NA,23650
220,2009-06-22,8,M,lake,specificConductance_uScm,91.7,,,NA,23648
210,2009-06-22,9,M,lake,specificConductance_uScm,94,,,NA,23645
220,2009-06-22,16,H,lake,specificConductance_uScm,92.6,,,NA,23649
200,2009-06-22,16,H,lake,specificConductance_uScm,94.7,,,NA,23642
200,2009-06-22,11,M,lake,specificConductance_uScm,93.8,,,NA,23640
200,2009-06-22,4,E,lake,specificConductance_uScm,92.5,,,NA,23638
210,2009-06-22,20,H,lake,specificConductance_uScm,94.4,,,NA,23646
220,2009-06-22,4,E,lake,specificConductance_uScm,92.1,,,NA,23647
110,2009-06-17,8,I,lake,specificConductance_uScm,96.1,,,NA,23636
515.1,2009-06-17,NA,,stream,specificConductance_uScm,572,,,NA,23637
20,2009-06-16,3,I,lake,specificConductance_uScm,96.6,,,NA,23633
10,2009-06-16,11,I,lake,specificConductance_uScm,99.8,,,NA,23635
610,2009-06-16,NA,,stream,specificConductance_uScm,93.3,,,NA,23630
830.15,2009-06-16,NA,,stream,specificConductance_uScm,342,,,NA,23631
830.2,2009-06-16,NA,,stream,specificConductance_uScm,303,,,NA,23632
70,2009-06-14,NA,,stream,specificConductance_uScm,94.4,,,NA,23629
60,2009-06-13,NA,,stream,specificConductance_uScm,94.7,,,NA,23628
790.2,2009-06-11,NA,,stream,specificConductance_uScm,41.8,,,NA,23617
1115,2009-06-11,0,I,lake,specificConductance_uScm,50.5,suspect,,NA,23621
790.4,2009-06-11,NA,,stream,specificConductance_uScm,31.8,,,NA,23618
800.5,2009-06-11,NA,,stream,specificConductance_uScm,66.2,,,NA,23619
800.8,2009-06-11,NA,,stream,specificConductance_uScm,49.4,,,NA,23620
830,2009-06-10,NA,,stream,specificConductance_uScm,348,,,NA,23615
788,2009-06-10,NA,,stream,specificConductance_uScm,138.6,,,NA,23622
790,2009-06-10,NA,,stream,specificConductance_uScm,51.6,,,NA,23624
835,2009-06-10,NA,,stream,specificConductance_uScm,742,,,NA,23616
1420,2009-06-09,0,I,lake,specificConductance_uScm,90,,,NA,23614
1410,2009-06-08,0,I,lake,specificConductance_uScm,76.5,,,NA,23607
680,2009-06-08,NA,,stream,specificConductance_uScm,143.3,,,NA,23613
805,2009-06-08,NA,,stream,specificConductance_uScm,108.8,,,NA,23606
675,2009-06-08,NA,,stream,specificConductance_uScm,72.1,,,NA,23612
1417,2009-06-08,0,I,lake,specificConductance_uScm,365,,,NA,23608
1418,2009-06-08,0,I,lake,specificConductance_uScm,364,,,NA,23609
670,2009-06-08,NA,,stream,specificConductance_uScm,175.3,,,NA,23610
670.5,2009-06-08,NA,,stream,specificConductance_uScm,132,,,NA,23611
800,2009-06-08,NA,,stream,specificConductance_uScm,92,,,NA,23605
720.1,2009-06-07,NA,,stream,specificConductance_uScm,97.1,,,NA,23604
510,2009-05-31,NA,,stream,specificConductance_uScm,104.9,,,NA,23603
505,2009-05-31,NA,,stream,specificConductance_uScm,136.3,,,NA,23602
230,2009-05-26,4,E,lake,specificConductance_uScm,91.7,,,NA,23701
200,2009-05-26,14,H,lake,specificConductance_uScm,94.1,,,NA,23691
230,2009-05-26,16,H,lake,specificConductance_uScm,91,,,NA,23703
230,2009-05-26,8,M,lake,specificConductance_uScm,91.5,,,NA,23702
210,2009-05-26,4,E,lake,specificConductance_uScm,93.9,,,NA,23692
200,2009-05-26,4,E,lake,specificConductance_uScm,93.2,,,NA,23689
210,2009-05-26,8,M,lake,specificConductance_uScm,93.5,,,NA,23694
200,2009-05-26,8,M,lake,specificConductance_uScm,94.6,,,NA,23690
220,2009-05-26,16,H,lake,specificConductance_uScm,92.1,,,NA,23700
210,2009-05-26,19,H,lake,specificConductance_uScm,93.6,,,NA,23696
220,2009-05-26,4,E,lake,specificConductance_uScm,92.7,,,NA,23698
220,2009-05-26,8,M,lake,specificConductance_uScm,91.6,,,NA,23699
680,2009-05-12,NA,,stream,specificConductance_uScm,70,,,NA,23686
670,2009-05-12,NA,,stream,specificConductance_uScm,114.7,,,NA,23683
760,2009-05-12,NA,,stream,specificConductance_uScm,22.4,,,NA,23688
670.5,2009-05-12,NA,,stream,specificConductance_uScm,133.4,,,NA,23684
750,2009-05-12,NA,,stream,specificConductance_uScm,62.33,,,NA,23687
675,2009-05-12,NA,,stream,specificConductance_uScm,28.97,,,NA,23685
830,2009-05-11,NA,,stream,specificConductance_uScm,327,,,NA,23681
835,2009-05-11,NA,,stream,specificConductance_uScm,568,,,NA,23682
515.1,2009-05-06,NA,,stream,specificConductance_uScm,617,,,NA,23679
790,2009-05-05,NA,,stream,specificConductance_uScm,50.8,,,NA,23668
1115,2009-05-05,0,I,lake,specificConductance_uScm,47.5,suspect,,NA,23673
800.8,2009-05-05,NA,,stream,specificConductance_uScm,48.4,,,NA,23672
800.5,2009-05-05,NA,,stream,specificConductance_uScm,63.8,,,NA,23671
790.2,2009-05-05,NA,,stream,specificConductance_uScm,40.3,,,NA,23669
805,2009-05-05,NA,,stream,specificConductance_uScm,93.2,,,NA,23675
788,2009-05-05,NA,,stream,specificConductance_uScm,135.8,,,NA,23667
830.2,2009-05-05,NA,,stream,specificConductance_uScm,294.1,,,NA,23666
830.15,2009-05-05,NA,,stream,specificConductance_uScm,358,,,NA,23665
610,2009-05-05,NA,,stream,specificConductance_uScm,93.2,,,NA,23663
800,2009-05-05,NA,,stream,specificConductance_uScm,76.5,,,NA,23674
790.4,2009-05-05,NA,,stream,specificConductance_uScm,32,,,NA,23670
720.1,2009-05-05,NA,,stream,specificConductance_uScm,95.9,,,NA,23678
540,2009-05-05,NA,,stream,specificConductance_uScm,24.5,,,NA,23676
1418,2009-05-04,0,I,lake,specificConductance_uScm,314,,,NA,23661
1417,2009-05-04,0,I,lake,specificConductance_uScm,409,,,NA,23660
1410,2009-05-04,0,I,lake,specificConductance_uScm,23.71,suspect,,NA,23659
510,2009-05-04,NA,,stream,specificConductance_uScm,109.2,,,NA,23658
505,2009-05-04,NA,,stream,specificConductance_uScm,134.6,,,NA,23656
1420,2009-05-04,0,I,lake,specificConductance_uScm,91.4,,,NA,23662
70,2008-10-13,NA,,stream,specificConductance_uScm,90.6,,,S2008-696,23601
110,2008-10-08,0,I,lake,specificConductance_uScm,93.4,,,S2008-687,23599
1418,2008-10-08,0,I,lake,specificConductance_uScm,244.9,,,S2008-686,23598
1417,2008-10-08,0,I,lake,specificConductance_uScm,204.5,,,S2008-685,23597
1410,2008-10-08,0,I,lake,specificConductance_uScm,25.83,suspect,,S2008-684,23596
100.1,2008-10-08,0,I,lake,specificConductance_uScm,90.3,,,S2008-688,23600
670,2008-10-07,NA,,stream,specificConductance_uScm,213.1,,,S2008-678,23590
540,2008-10-07,NA,,stream,specificConductance_uScm,27.94,,,S2008-683,23595
680,2008-10-07,NA,,stream,specificConductance_uScm,156.1,,,S2008-682,23594
675,2008-10-07,NA,,stream,specificConductance_uScm,43.6,,,S2008-681,23593
670.5,2008-10-07,NA,,stream,specificConductance_uScm,139.8,,,S2008-679,23591
20,2008-10-05,0,I,lake,specificConductance_uScm,90.7,,,S2008-676,23588
1420,2008-10-01,0,I,lake,specificConductance_uScm,96.3,,,S2008-675,23587
515.1,2008-10-01,NA,,stream,specificConductance_uScm,363,,,S2008-674,23586
60,2008-09-30,NA,,stream,specificConductance_uScm,88.9,,,S2008-673,23585
790,2008-09-30,NA,,stream,specificConductance_uScm,49.6,,,S2008-667,23584
788,2008-09-30,NA,,stream,specificConductance_uScm,149.1,,,S2008-666,23583
830,2008-09-29,NA,,stream,specificConductance_uScm,332,,,S2008-653,23425
505,2008-09-29,NA,,stream,specificConductance_uScm,132,,,S2008-649,23421
510,2008-09-29,NA,,stream,specificConductance_uScm,92.6,,,S2008-650,23422
805,2008-09-29,NA,,stream,specificConductance_uScm,94.4,,,S2008-652,23424
835,2008-09-29,NA,,stream,specificConductance_uScm,577,,,S2008-654,23426
30,2008-09-29,NA,,stream,specificConductance_uScm,93.5,,,S2008-656,23428
720.1,2008-09-29,NA,,stream,specificConductance_uScm,74.5,,,S2008-657,23429
800,2008-09-29,NA,,stream,specificConductance_uScm,53.9,,,S2008-651,23423
790.2,2008-09-28,NA,,stream,specificConductance_uScm,38,,,S2008-643,23415
1115,2008-09-28,0,I,lake,specificConductance_uScm,53.9,suspect,,S2008-648,23420
800.8,2008-09-28,NA,,stream,specificConductance_uScm,28.9,,,S2008-647,23419
800.5,2008-09-28,NA,,stream,specificConductance_uScm,35.9,,,S2008-645,23417
790.4,2008-09-28,NA,,stream,specificConductance_uScm,32.2,,,S2008-644,23416
30,2008-09-10,NA,,stream,specificConductance_uScm,90.8,,,S2008-617,23580
110,2008-09-10,0,I,lake,specificConductance_uScm,92,,,S2008-619,23582
60,2008-09-09,NA,,stream,specificConductance_uScm,88,,,S2008-615,23578
90,2008-09-08,NA,,stream,specificConductance_uScm,86.4,,,S2008-613,23576
80,2008-09-08,NA,,stream,specificConductance_uScm,86.2,,,S2008-612,23575
20,2008-09-07,0,I,lake,specificConductance_uScm,86.3,,,S2008-596,23574
750,2008-09-03,NA,,stream,specificConductance_uScm,71,,,S2008-565,23558
510,2008-09-03,NA,,stream,specificConductance_uScm,398,,,S2008-564,23557
505,2008-09-03,NA,,stream,specificConductance_uScm,135.9,,,S2008-563,23556
220,2008-09-02,4,E,lake,specificConductance_uScm,87.3,,,S2008-578,23568
210,2008-09-02,22,H,lake,specificConductance_uScm,86.4,,,S2008-576,23567
220,2008-09-02,12,M,lake,specificConductance_uScm,83.5,,,S2008-579,23569
220,2008-09-02,20,H,lake,specificConductance_uScm,85.4,,,S2008-580,23570
230,2008-09-02,4,E,lake,specificConductance_uScm,86.9,,,S2008-582,23571
210,2008-09-02,4,E,lake,specificConductance_uScm,87,,,S2008-574,23565
210,2008-09-02,11,M,lake,specificConductance_uScm,86.5,,,S2008-575,23566
790,2008-09-02,NA,,stream,specificConductance_uScm,57.5,,,S2008-548,23544
230,2008-09-02,18,H,lake,specificConductance_uScm,83.3,,,S2008-584,23573
200,2008-09-02,16,H,lake,specificConductance_uScm,87.3,,,S2008-570,23563
230,2008-09-02,12,M,lake,specificConductance_uScm,84.4,,,S2008-583,23572
720.1,2008-09-02,NA,,stream,specificConductance_uScm,138.6,,,S2008-546,23542
800,2008-09-02,NA,,stream,specificConductance_uScm,973,,,S2008-550,23546
805,2008-09-02,NA,,stream,specificConductance_uScm,168,,,S2008-551,23547
830,2008-09-02,NA,,stream,specificConductance_uScm,368,,,S2008-553,23549
835,2008-09-02,NA,,stream,specificConductance_uScm,1398,,,S2008-554,23550
1410,2008-09-02,0,I,lake,specificConductance_uScm,69.2,,,S2008-555,23551
1417,2008-09-02,0,I,lake,specificConductance_uScm,318,,,S2008-556,23552
1418,2008-09-02,0,I,lake,specificConductance_uScm,241.8,,,S2008-558,23554
1420,2008-09-02,0,I,lake,specificConductance_uScm,92.8,,,S2008-559,23555
200,2008-09-02,4,E,lake,specificConductance_uScm,87.4,,,S2008-566,23559
200,2008-09-02,10,M,lake,specificConductance_uScm,87,,,S2008-568,23561
515.1,2008-09-02,NA,,stream,specificConductance_uScm,760,,,S2008-545,23541
680,2008-09-01,NA,,stream,specificConductance_uScm,218.6,,,S2008-544,23540
670,2008-09-01,NA,,stream,specificConductance_uScm,209,,,S2008-541,23537
675,2008-09-01,NA,,stream,specificConductance_uScm,155.8,,,S2008-543,23539
670.5,2008-09-01,NA,,stream,specificConductance_uScm,135.1,,,S2008-542,23538
20,2008-08-14,0,I,lake,specificConductance_uScm,92.3,,,S2008-507,23536
110,2008-08-13,7,I,lake,specificConductance_uScm,93.1,,,S2008-481,23534
70,2008-08-13,NA,,stream,specificConductance_uScm,89.2,,,S2008-479,23532
90,2008-08-12,NA,,stream,specificConductance_uScm,85.9,,,S2008-478,23531
80,2008-08-12,NA,,stream,specificConductance_uScm,86.1,,,S2008-476,23529
60,2008-08-12,NA,,stream,specificConductance_uScm,85.4,,,S2008-469,23528
540,2008-08-12,NA,,stream,specificConductance_uScm,22.25,,,S2008-468,23527
10,2008-08-11,11,I,lake,specificConductance_uScm,92.2,,,S2008-467,23526
1420,2008-08-06,0,I,lake,specificConductance_uScm,89.7,,,S2008-461,23520
750,2008-08-06,NA,,stream,specificConductance_uScm,58.5,,,S2008-462,23521
760,2008-08-06,NA,,stream,specificConductance_uScm,21.91,,,S2008-463,23522
835,2008-08-06,NA,,stream,specificConductance_uScm,360,,,S2008-466,23525
830,2008-08-06,NA,,stream,specificConductance_uScm,287.1,,,S2008-465,23524
790.2,2008-08-05,NA,,stream,specificConductance_uScm,41.5,,,S2008-452,23514
790.4,2008-08-05,NA,,stream,specificConductance_uScm,32.5,,,S2008-450,23512
830.15,2008-08-05,NA,,stream,specificConductance_uScm,313,,,S2008-446,23508
830.2,2008-08-05,NA,,stream,specificConductance_uScm,280.7,,,S2008-447,23509
800.8,2008-08-05,NA,,stream,specificConductance_uScm,35.4,,,S2008-449,23511
1418,2008-08-05,0,I,lake,specificConductance_uScm,237.8,,,S2008-454,23516
1417,2008-08-05,0,I,lake,specificConductance_uScm,187,,,S2008-455,23517
1410,2008-08-05,0,I,lake,specificConductance_uScm,21.04,suspect,,S2008-456,23518
720.1,2008-08-05,NA,,stream,specificConductance_uScm,123,,,S2008-460,23519
800.5,2008-08-05,NA,,stream,specificConductance_uScm,49.9,,,S2008-448,23510
1115,2008-08-05,0,I,lake,specificConductance_uScm,51.2,suspect,,S2008-453,23515
510,2008-08-04,NA,,stream,specificConductance_uScm,126.3,,,S2008-440,23502
515.1,2008-08-04,NA,,stream,specificConductance_uScm,697,,,S2008-435,23497
800,2008-08-04,NA,,stream,specificConductance_uScm,77.9,,,S2008-437,23499
505,2008-08-04,NA,,stream,specificConductance_uScm,141.7,,,S2008-439,23501
670,2008-08-04,NA,,stream,specificConductance_uScm,208,,,S2008-441,23503
670.5,2008-08-04,NA,,stream,specificConductance_uScm,141.5,,,S2008-443,23505
675,2008-08-04,NA,,stream,specificConductance_uScm,82.9,,,S2008-444,23506
680,2008-08-04,NA,,stream,specificConductance_uScm,207.9,,,S2008-445,23507
805,2008-08-04,NA,,stream,specificConductance_uScm,118.6,,,S2008-438,23500
790,2008-08-03,NA,,stream,specificConductance_uScm,54.2,,,S2008-423,23496
788,2008-08-03,NA,,stream,specificConductance_uScm,120.4,,,S2008-422,23495
210,2008-07-29,22,H,lake,specificConductance_uScm,87.9,,,S2008-410,23487
230,2008-07-29,9,M,lake,specificConductance_uScm,85.7,,,S2008-419,23493
200,2008-07-29,3,E,lake,specificConductance_uScm,86.3,,,S2008-402,23480
200,2008-07-29,9,M,lake,specificConductance_uScm,87,,,S2008-403,23481
200,2008-07-29,14,H,lake,specificConductance_uScm,88.6,,,S2008-404,23482
210,2008-07-29,3,E,lake,specificConductance_uScm,87.1,,,S2008-406,23483
210,2008-07-29,10,M,lake,specificConductance_uScm,87.3,,,S2008-408,23485
220,2008-07-29,8,M,lake,specificConductance_uScm,86.2,,,S2008-415,23490
220,2008-07-29,17,H,lake,specificConductance_uScm,83.8,,,S2008-416,23491
230,2008-07-29,3,E,lake,specificConductance_uScm,86.1,,,S2008-418,23492
220,2008-07-29,3,E,lake,specificConductance_uScm,86.3,,,S2008-414,23489
230,2008-07-29,16,H,lake,specificConductance_uScm,83.7,,,S2008-420,23494
80,2008-07-17,NA,,stream,specificConductance_uScm,89.9,,,S2008-306,23476
90,2008-07-17,NA,,stream,specificConductance_uScm,90.3,,,S2008-308,23478
100.1,2008-07-16,7,I,lake,specificConductance_uScm,89.5,,,S2008-303,23475
110,2008-07-16,7,I,lake,specificConductance_uScm,91.9,,,S2008-302,23474
30,2008-07-15,NA,,stream,specificConductance_uScm,91.5,,,S2008-292,23473
60,2008-07-15,NA,,stream,specificConductance_uScm,90.5,,,S2008-291,23472
70,2008-07-14,NA,,stream,specificConductance_uScm,88.5,,,S2008-274,23468
1418,2008-07-14,0,I,lake,specificConductance_uScm,318,,,S2008-277,23471
1417,2008-07-14,0,I,lake,specificConductance_uScm,327,,,S2008-276,23470
1410,2008-07-14,0,I,lake,specificConductance_uScm,77.7,,,S2008-275,23469
20,2008-07-13,3,I,lake,specificConductance_uScm,91.4,,,S2008-273,23467
790.2,2008-07-09,NA,,stream,specificConductance_uScm,43.7,,,S2008-271,23465
790.4,2008-07-09,NA,,stream,specificConductance_uScm,34.7,,,S2008-270,23464
800.8,2008-07-09,NA,,stream,specificConductance_uScm,39.2,,,S2008-269,23463
800.5,2008-07-09,NA,,stream,specificConductance_uScm,48.1,,,S2008-268,23462
1115,2008-07-09,0,I,lake,specificConductance_uScm,53.2,suspect,,S2008-272,23466
790,2008-07-08,NA,,stream,specificConductance_uScm,64.7,,,S2008-263,23460
830,2008-07-08,NA,,stream,specificConductance_uScm,332,,,S2008-253,23454
835,2008-07-08,NA,,stream,specificConductance_uScm,1297,,,S2008-254,23455
610,2008-07-08,NA,,stream,specificConductance_uScm,88.6,,,S2008-255,23456
760,2008-07-08,NA,,stream,specificConductance_uScm,33,,,S2008-258,23459
720.1,2008-07-08,NA,,stream,specificConductance_uScm,134.4,,,S2008-264,23461
750,2008-07-08,NA,,stream,specificConductance_uScm,71.4,,,S2008-257,23458
670.5,2008-07-07,NA,,stream,specificConductance_uScm,137.1,,,S2008-247,23448
675,2008-07-07,NA,,stream,specificConductance_uScm,215,,,S2008-248,23449
510,2008-07-07,NA,,stream,specificConductance_uScm,327,,,S2008-252,23453
505,2008-07-07,NA,,stream,specificConductance_uScm,137.7,,,S2008-251,23452
1420,2008-07-07,0,I,lake,specificConductance_uScm,92.3,,,S2008-250,23451
680,2008-07-07,NA,,stream,specificConductance_uScm,124.3,,,S2008-249,23450
830.2,2008-07-07,NA,,stream,specificConductance_uScm,282,,,S2008-245,23446
670,2008-07-07,NA,,stream,specificConductance_uScm,204,,,S2008-246,23447
830.15,2008-07-07,NA,,stream,specificConductance_uScm,302,,,S2008-244,23445
805,2008-07-07,NA,,stream,specificConductance_uScm,157.2,,,S2008-243,23444
800,2008-07-07,NA,,stream,specificConductance_uScm,94.5,,,S2008-242,23443
220,2008-07-01,2,E,lake,specificConductance_uScm,88.9,,,S2008-229,23434
200,2008-07-01,16,H,lake,specificConductance_uScm,90.8,,,S2008-223,23430
210,2008-07-01,3,E,lake,specificConductance_uScm,88.5,,,S2008-225,23431
200,2008-07-01,2,E,lake,specificConductance_uScm,89.2,,,S2008-221,23413
210,2008-07-01,21,H,lake,specificConductance_uScm,90.1,,,S2008-227,23433
220,2008-07-01,8,M,lake,specificConductance_uScm,89,,,S2008-231,23436
220,2008-07-01,18,H,lake,specificConductance_uScm,86.2,,,S2008-233,23438
230,2008-07-01,2,E,lake,specificConductance_uScm,89.5,,,S2008-237,23440
230,2008-07-01,8,M,lake,specificConductance_uScm,88.8,,,S2008-238,23441
230,2008-07-01,16,H,lake,specificConductance_uScm,86.1,,,S2008-239,23442
200,2008-07-01,9,M,lake,specificConductance_uScm,90.3,,,S2008-222,23414
210,2008-07-01,9,M,lake,specificConductance_uScm,90.2,,,S2008-226,23432
70,2008-06-30,NA,,stream,specificConductance_uScm,90,,,S2008-217,23412
10,2008-06-29,0,I,lake,specificConductance_uScm,92.7,,,S2008-208,23411
30,2008-06-24,NA,,stream,specificConductance_uScm,91.8,,,S2008-164,23410
505,2008-06-18,NA,,stream,specificConductance_uScm,135.7,,,S2008-148,23407
510,2008-06-18,NA,,stream,specificConductance_uScm,129.9,,,S2008-150,23409
20,2008-06-17,0,I,lake,specificConductance_uScm,89.1,,,S2008-145,23404
790,2008-06-17,NA,,stream,specificConductance_uScm,78.1,,,S2008-144,23403
110,2008-06-17,0,I,lake,specificConductance_uScm,91.3,,,S2008-146,23405
788,2008-06-17,NA,,stream,specificConductance_uScm,165.6,,,S2008-143,23402
830,2008-06-16,NA,,stream,specificConductance_uScm,373,,,S2008-133,23398
835,2008-06-16,NA,,stream,specificConductance_uScm,738,,,S2008-135,23400
60,2008-06-16,NA,,stream,specificConductance_uScm,90.1,,,S2008-142,23401
790.2,2008-06-11,NA,,stream,specificConductance_uScm,45.5,,,S2008-124,23389
720.1,2008-06-11,NA,,stream,specificConductance_uScm,142.8,,,S2008-123,23388
790.4,2008-06-11,NA,,stream,specificConductance_uScm,33.9,,,S2008-125,23390
800.5,2008-06-11,NA,,stream,specificConductance_uScm,48.4,,,S2008-126,23391
800.8,2008-06-11,NA,,stream,specificConductance_uScm,37.2,,,S2008-127,23392
1115,2008-06-11,0,I,lake,specificConductance_uScm,53.1,suspect,,S2008-128,23393
830.15,2008-06-11,NA,,stream,specificConductance_uScm,429,,,S2008-129,23394
830.2,2008-06-11,NA,,stream,specificConductance_uScm,354,,,S2008-130,23395
1420,2008-06-11,0,I,lake,specificConductance_uScm,90.2,,,S2008-131,23396
515.1,2008-06-10,NA,,stream,specificConductance_uScm,837,,,S2008-104,23382
800,2008-06-10,NA,,stream,specificConductance_uScm,87.3,,,S2008-93,23380
540,2008-06-10,NA,,stream,specificConductance_uScm,26.8,,,S2008-122,23387
805,2008-06-10,NA,,stream,specificConductance_uScm,128.2,,,S2008-94,23381
750,2008-06-09,NA,,stream,specificConductance_uScm,66.6,,,S2008-91,23378
670.5,2008-06-09,NA,,stream,specificConductance_uScm,135.3,,,S2008-119,23384
675,2008-06-09,NA,,stream,specificConductance_uScm,107.7,,,S2008-120,23385
680,2008-06-09,NA,,stream,specificConductance_uScm,156.3,,,S2008-121,23386
760,2008-06-09,NA,,stream,specificConductance_uScm,25.8,,,S2008-92,23379
670,2008-06-09,NA,,stream,specificConductance_uScm,193,,,S2008-118,23383
220,2008-06-03,4,E,lake,specificConductance_uScm,88,,,S2008-76,23369
230,2008-06-03,16,H,lake,specificConductance_uScm,84.9,,,S2008-84,23376
230,2008-06-03,9,M,lake,specificConductance_uScm,86.5,,,S2008-82,23374
230,2008-06-03,4,E,lake,specificConductance_uScm,86.6,,,S2008-80,23372
220,2008-06-03,8,M,lake,specificConductance_uScm,87.4,,,S2008-77,23370
210,2008-06-03,20,H,lake,specificConductance_uScm,89.4,,,S2008-74,23368
210,2008-06-03,12,M,lake,specificConductance_uScm,89.9,,,S2008-73,23367
210,2008-06-03,4,E,lake,specificConductance_uScm,89.4,,,S2008-72,23366
200,2008-06-03,16,H,lake,specificConductance_uScm,90.4,,,S2008-70,23365
200,2008-06-03,12,M,lake,specificConductance_uScm,90.5,,,S2008-69,23364
200,2008-06-03,6,E,lake,specificConductance_uScm,89.6,,,S2008-68,23363
610,2008-06-03,NA,,stream,specificConductance_uScm,88.6,,,S2008-67,23362
220,2008-06-03,16,H,lake,specificConductance_uScm,86.4,,,S2008-78,23371
1410,2008-06-02,0,I,lake,specificConductance_uScm,23.3,suspect,,S2008-63,23358
1417,2008-06-02,0,I,lake,specificConductance_uScm,588,,,S2008-65,23360
1418,2008-06-02,0,I,lake,specificConductance_uScm,302,,,S2008-66,23361
830,2008-05-13,NA,,stream,specificConductance_uScm,272,,,S2008-50,23356
835,2008-05-13,NA,,stream,specificConductance_uScm,713,,,S2008-51,23357
670,2008-05-07,NA,,stream,specificConductance_uScm,118.5,,,S2008-29,23343
1115,2008-05-07,0,I,lake,specificConductance_uScm,48.8,suspect,,S2008-40,23354
675,2008-05-07,NA,,stream,specificConductance_uScm,36.2,,,S2008-31,23345
680,2008-05-07,NA,,stream,specificConductance_uScm,107.8,,,S2008-32,23346
670.5,2008-05-07,NA,,stream,specificConductance_uScm,128.8,,,S2008-30,23344
790.4,2008-05-07,NA,,stream,specificConductance_uScm,32.8,,,S2008-38,23352
790.2,2008-05-07,NA,,stream,specificConductance_uScm,39.5,,,S2008-36,23350
760,2008-05-07,NA,,stream,specificConductance_uScm,19.8,,,S2008-35,23349
750,2008-05-07,NA,,stream,specificConductance_uScm,50.4,,,S2008-33,23347
800.5,2008-05-07,NA,,stream,specificConductance_uScm,33.8,,,S2008-39,23353
805,2008-05-06,NA,,stream,specificConductance_uScm,74,,,S2008-22,23336
505,2008-05-06,NA,,stream,specificConductance_uScm,114.6,,,S2008-17,23331
510,2008-05-06,NA,,stream,specificConductance_uScm,83,,,S2008-18,23332
800,2008-05-06,NA,,stream,specificConductance_uScm,52.3,,,S2008-20,23334
1410,2008-05-06,0,I,lake,specificConductance_uScm,21.2,suspect,,S2008-23,23337
1417,2008-05-06,0,I,lake,specificConductance_uScm,180.8,,,S2008-24,23338
1418,2008-05-06,0,I,lake,specificConductance_uScm,170,,,S2008-25,23339
1420,2008-05-06,0,I,lake,specificConductance_uScm,85.7,,,S2008-26,23340
720.1,2008-05-06,NA,,stream,specificConductance_uScm,86.7,,,S2008-28,23342
515.1,2008-05-06,NA,,stream,specificConductance_uScm,426,,,S2008-19,23333
540,2008-05-05,NA,,stream,specificConductance_uScm,27.4,,,S2008-27,23341
750,2007-10-16,NA,,stream,specificConductance_uScm,69.6,,,S2007-805,23329
540,2007-10-16,NA,,stream,specificConductance_uScm,33,,,S2007-803,23327
760,2007-10-16,NA,,stream,specificConductance_uScm,29.6,,,S2007-806,23330
515.1,2007-10-16,NA,,stream,specificConductance_uScm,585,,,S2007-799,23326
788,2007-10-15,NA,,stream,specificConductance_uScm,137.1,,,S2007-793,23320
790,2007-10-15,NA,,stream,specificConductance_uScm,48.8,,,S2007-794,23321
10,2007-10-15,0,I,lake,specificConductance_uScm,88.5,,,S2007-796,23323
70,2007-10-15,NA,,stream,specificConductance_uScm,84.9,,,S2007-797,23324
100.1,2007-10-15,0,I,lake,specificConductance_uScm,85.5,,,S2007-798,23325
1410,2007-10-14,0,I,lake,specificConductance_uScm,22.1,suspect,,S2007-789,23316
1417,2007-10-14,0,I,lake,specificConductance_uScm,165.2,,,S2007-791,23318
1418,2007-10-14,0,I,lake,specificConductance_uScm,295,,,S2007-792,23319
720.1,2007-10-09,NA,,stream,specificConductance_uScm,100.8,,,S2007-783,23315
790.4,2007-10-09,NA,,stream,specificConductance_uScm,38.1,,,S2007-770,23302
110,2007-10-09,0,I,lake,specificConductance_uScm,87.5,,,S2007-781,23313
505,2007-10-09,NA,,stream,specificConductance_uScm,124.4,,,S2007-779,23311
835,2007-10-09,NA,,stream,specificConductance_uScm,737,,,S2007-778,23310
830,2007-10-09,NA,,stream,specificConductance_uScm,327,,,S2007-776,23308
805,2007-10-09,NA,,stream,specificConductance_uScm,81.1,,,S2007-775,23307
800,2007-10-09,NA,,stream,specificConductance_uScm,75.5,,,S2007-774,23306
1115,2007-10-09,0,I,lake,specificConductance_uScm,47.5,suspect,,S2007-773,23305
510,2007-10-09,NA,,stream,specificConductance_uScm,112,,,S2007-780,23312
800.5,2007-10-09,NA,,stream,specificConductance_uScm,54,,,S2007-771,23303
790.2,2007-10-09,NA,,stream,specificConductance_uScm,46.2,,,S2007-769,23301
